"�..Parcours_2023";"Nombre.de.voyages_2023";"Poids.de.voyages_2023";"Nombre.d.abonnements_2023";"Nombre.de.voyages_2024";"Poids.de.voyages_2024";"Nombre.d.abonnements_2024"
"NAUCELLE - NIMES";3;"0,0024%";"0";1;"0,0013%";"0"
"NAUCELLE - PAMIERS";3;"0,0024%";"0";3;"0,0033%";"0"
"PERPIGNAN - SAINT-CHÉLY-D'APCHER";3;"0,0024%";"0";3;"0,0033%";"0"
"PIBRAC - TARBES";3;"0,0024%";"0";4;"0,0039%";"0"
"RODEZ - VENERQUE - LE VERNET";3;"0,0024%";"0";1;"0,0013%";"0"
"SAINT-GAUDENS - SAINT-JORY";3;"0,0024%";"0";3;"0,0026%";"0"
"SAINT-SULPICE - SOUILLAC";3;"0,0024%";"0";1;"0,0013%";"0"
"SEVERAC-LE-CHATEAU - TOULOUSE MATABIAU";3;"0,0024%";"0";1;"0,0009%";"0"
"SOUILLAC - VALENCE D'AGEN";3;"0,0024%";"0";4;"0,0039%";"0"
"SOUILLAC - VIVIEZ DECAZEVILLE";3;"0,0024%";"0";1;"0,0013%";"0"
"TARBES - VENERQUE - LE VERNET";3;"0,0024%";"0";1;"0,0013%";"0"
"MONTRÉJEAU - GOURDAN-POLIGNAN - PORTET SAINT-SIMON";3;"0,0023%";"0";6;"0,0053%";"0"
"AIGUES MORTES - SAINT-CÉSAIRE";3;"0,0023%";"0";1;"0,0006%";"0"
"CARCASSONNE - COLOMIERS";3;"0,0023%";"0";1;"0,0006%";"0"
"CASTELNAU D'ESTRETEFONDS - CASTELNAUDARY";3;"0,0023%";"0";4;"0,0039%";"0"
"CAUSSADE - DIEUPENTALE";3;"0,0023%";"0";4;"0,0042%";"0"
"COLOMIERS - SAINT-JORY";3;"0,0023%";"0";1;"0,0013%";"0"
"LABEGE INNOPOLE - PORTET SAINT-SIMON";3;"0,0023%";"0";1;"0,0006%";"0"
"MARTRES TOLOSANE - MONTRÉJEAU - GOURDAN-POLIGNAN";3;"0,0023%";"0";1;"0,0013%";"0"
"MURET - VENERQUE - LE VERNET";3;"0,0023%";"0";2;"0,0019%";"0"
"PORTET SAINT-SIMON - SAINT-CYPRIEN ARÈNES";3;"0,0023%";"0";1;"0,0006%";"0"
"SAINT-AGNE - SAINT-JORY";3;"0,0023%";"0";1;"0,0006%";"0"
"ARLES - PERPIGNAN";3;"0,0023%";"0";2;"0,0019%";"0"
"BAILLARGUES - SAINT-AUNÈS";3;"0,0023%";"0";1;"0,0009%";"0"
"BAILLARGUES - VILLENEUVE LES MAGUELONNE";3;"0,0023%";"0";1;"0,0006%";"0"
"BAZIEGE - ESCALQUENS";3;"0,0023%";"0";5;"0,0047%";"0"
"BEDARIEUX - MAGALAS";3;"0,0023%";"0";2;"0,0016%";"0"
"BEZIERS - VILLENEUVE LES MAGUELONNE";3;"0,0023%";"0";4;"0,0041%";"0"
"BRAM - NIMES";3;"0,0023%";"0";2;"0,0019%";"0"
"CARCASSONNE - TARBES";3;"0,0023%";"0";3;"0,0025%";"0"
"CERBERE - NIMES";3;"0,0023%";"0";7;"0,0066%";"0"
"DIEUPENTALE - GRISOLLES";3;"0,0023%";"0";2;"0,0019%";"0"
"FRONTIGNAN - VERGÈZE - CODOGNAN";3;"0,0023%";"0";6;"0,0056%";"0"
"GIMONT CAHUZAC - PIBRAC";3;"0,0023%";"0";1;"0,0006%";"0"
"LA PAULINE - MONTPELLIER SAINT-ROCH";3;"0,0023%";"0";3;"0,0025%";"0"
"LACOURTENSOURT - SAINT-JORY";3;"0,0023%";"0";2;"0,0019%";"0"
"LUNEL - VITROLLES AEROPORT MARSEILLE";3;"0,0023%";"0";10;"0,0091%";"0"
"MONTAUBAN - MURET";3;"0,0023%";"0";3;"0,0033%";"0"
"MONTAUDRAN - MURET";3;"0,0023%";"0";1;"0,0006%";"0"
"BANYULS SUR MER - RIVESALTES";3;"0,0022%";"0";5;"0,0044%";"0"
"FAUGA - PORTET SAINT-SIMON";3;"0,0022%";"0";1;"0,0006%";"0"
"AIMARGUES - NIMES";3;"0,0022%";"0";41;"0,0381%";"0"
"AVIGNONET - ESCALQUENS";3;"0,0022%";"0";1;"0,0013%";"0"
"GENERAC - NIMES";3;"0,0022%";"0";1;"0,0013%";"0"
"MIRAMAS - PERPIGNAN";2;"0,0021%";"0";3;"0,0027%";"0"
" - TARBES";2;"0,0020%";"0";3;"0,0026%";"0"
"AUBIN - BRIVE LA GAILLARDE";2;"0,0020%";"0";1;"0,0013%";"0"
"AUBIN - CAPDENAC";2;"0,0020%";"0";3;"0,0033%";"0"
"AUCH - LAVAUR";2;"0,0020%";"0";2;"0,0019%";"0"
"AUCH - VALENCE D'AGEN";2;"0,0020%";"0";3;"0,0026%";"0"
"BANASSAC LA CANOURGUE - BEZIERS";2;"0,0020%";"0";5;"0,0051%";"0"
"BARAQUEVILLE CARCENAC PEYRALES - SAINT-SULPICE";2;"0,0020%";"0";1;"0,0013%";"0"
"BOUSSENS - CAHORS";2;"0,0020%";"0";3;"0,0026%";"0"
"CAHORS - CASTRES";2;"0,0020%";"0";2;"0,0018%";"0"
"CARBONNE - FIGEAC";2;"0,0020%";"0";1;"0,0013%";"0"
"CARCASSONNE - GRISOLLES";2;"0,0020%";"0";1;"0,0013%";"0"
"CARCASSONNE - LAVAUR";2;"0,0020%";"0";1;"0,0013%";"0"
"CARMAUX - MONTASTRUC LA CONSEILLERE";2;"0,0020%";"0";1;"0,0013%";"0"
"CASTELNAU D'ESTRETEFONDS - GOURDON";2;"0,0020%";"0";5;"0,0051%";"0"
"CASTELNAUDARY - VERGÈZE - CODOGNAN";2;"0,0020%";"0";5;"0,0051%";"0"
"CASTRES - RABASTENS - COUFOULEUX";2;"0,0020%";"0";6;"0,0053%";"0"
"FIGEAC - LAGUEPIE";2;"0,0020%";"0";1;"0,0013%";"0"
"GAILLAC - NARBONNE";2;"0,0020%";"0";1;"0,0013%";"0"
"GIMONT CAHUZAC - LE TOEC";2;"0,0020%";"0";1;"0,0013%";"0"
"LA LEVADE - NIMES";2;"0,0020%";"0";1;"0,0009%";"0"
"LABEGE INNOPOLE - SETE";2;"0,0020%";"0";1;"0,0013%";"0"
"MARVEJOLS - MONTPELLIER SAINT-ROCH";2;"0,0020%";"0";2;"0,0023%";"0"
"MARVEJOLS - NIMES";2;"0,0020%";"0";8;"0,0071%";"0"
"MURET - RODEZ";2;"0,0020%";"0";1;"0,0009%";"0"
"NAUCELLE - RABASTENS - COUFOULEUX";2;"0,0020%";"0";3;"0,0026%";"0"
"PERPIGNAN - RODEZ";2;"0,0020%";"0";1;"0,0013%";"0"
"TARBES - VILLEFRANCHE DE LAURAGAIS";2;"0,0020%";"0";4;"0,0039%";"0"
"GAILLAC - MONTPELLIER SAINT-ROCH";2;"0,0020%";"0";2;"0,0014%";"0"
"BRAX - LÉGUEVIN - LES RAMASSIERS";2;"0,0020%";"0";1;"0,0006%";"0"
"ARGELES SUR MER - ELNE";2;"0,0020%";"0";7;"0,0066%";"0"
"CARCASSONNE - VILLENOUVELLE";2;"0,0020%";"0";1;"0,0013%";"0"
"CASTELNAU D'ESTRETEFONDS - MONTBARTIER";2;"0,0020%";"0";4;"0,0039%";"0"
"CAZÈRES - LONGAGES - NOÉ";2;"0,0020%";"0";1;"0,0013%";"0"
"LAMAGISTERE - LAVILLEDIEU";2;"0,0020%";"0";1;"0,0009%";"0"
"MILHAUD - MONTPELLIER SAINT-ROCH";2;"0,0020%";"0";1;"0,0009%";"0"
"PINS JUSTARET - SAVERDUN";2;"0,0020%";"0";2;"0,0019%";"0"
"MONTPELLIER SAINT-ROCH - NOZIÈRES - BRIGNON";2;"0,0019%";"0";2;"0,0023%";"0"
"ALES - BAILLARGUES";2;"0,0018%";"0";13;"0,0119%";"0"
"LE TOEC - SAINT-MARTIN DU TOUCH";2;"0,0018%";"0";2;"0,0016%";"0"
"AUTERIVE - COLOMIERS";2;"0,0017%";"0";1;"0,0006%";"0"
"AUTERIVE - COLOMIERS LYCEE INTERNATIONAL";2;"0,0017%";"0";1;"0,0013%";"0"
"BOUSSENS - NAUCELLE";2;"0,0017%";"0";1;"0,0006%";"0"
"CAHORS - LABEGE INNOPOLE";2;"0,0017%";"0";6;"0,0052%";"0"
"CARBONNE - SOUILLAC";2;"0,0017%";"0";1;"0,0013%";"0"
"COARRAZE - NAY - TOURNAY";2;"0,0017%";"0";4;"0,0041%";"0"
"DAMIATTE ST PAUL - MONTASTRUC LA CONSEILLERE";2;"0,0017%";"0";1;"0,0013%";"0"
"GAILLAC - MONTAUBAN";2;"0,0017%";"0";1;"0,0013%";"0"
"GAILLAC - PORTET SAINT-SIMON";2;"0,0017%";"0";1;"0,0013%";"0"
"GALLIENI CANCÉROPÔLE - MONTAUBAN";2;"0,0017%";"0";5;"0,0046%";"0"
"GALLIENI CANCÉROPÔLE - SAINT-SULPICE";2;"0,0017%";"0";5;"0,0046%";"0"
"LANGOGNE - VILLEFORT";2;"0,0017%";"0";3;"0,0033%";"0"
"MENDE - PERPIGNAN";2;"0,0017%";"0";2;"0,0023%";"0"
"MONTAUBAN - MONTRÉJEAU - GOURDAN-POLIGNAN";2;"0,0017%";"0";3;"0,0033%";"0"
"MONTPELLIER SUD DE FRANCE - PERPIGNAN";2;"0,0017%";"0";1;"0,0009%";"0"
"MURET - VILLEFRANCHE DE LAURAGAIS";2;"0,0017%";"0";3;"0,0026%";"0"
"NARBONNE - PAMIERS";2;"0,0017%";"0";3;"0,0033%";"0"
"PORTET SAINT-SIMON - TARBES";2;"0,0017%";"0";6;"0,0053%";"0"
"AGEN - MURET";2;"0,0017%";"0";2;"0,0020%";"0"
"NIMES - VALERGUES - LANSARGUES";2;"0,0017%";"0";4;"0,0035%";"0"
"AGDE - VITROLLES AEROPORT MARSEILLE";2;"0,0017%";"0";8;"0,0075%";"0"
"AIX EN PROVENCE - PERPIGNAN";2;"0,0017%";"0";3;"0,0028%";"0"
"ALBI - AURILLAC";2;"0,0017%";"0";1;"0,0009%";"0"
"ALBI - CASTRES";2;"0,0017%";"0";1;"0,0006%";"0"
"ALBI - DAX";2;"0,0017%";"0";1;"0,0009%";"0"
"ALBI - PAU";2;"0,0017%";"0";4;"0,0038%";"0"
"ALES - BOLLENE LA CROISIERE";2;"0,0017%";"0";6;"0,0056%";"0"
"ALES - CANNES";2;"0,0017%";"0";9;"0,0084%";"0"
"ALES - ISSOIRE";2;"0,0017%";"0";1;"0,0009%";"0"
"ALES - RIVESALTES";2;"0,0017%";"0";2;"0,0019%";"0"
"ALES - TOULON";2;"0,0017%";"0";11;"0,0103%";"0"
"ANDORRE - L'HOSPITALET - AX LES THERMES";2;"0,0017%";"0";1;"0,0009%";"0"
"ANTIBES - NIMES";2;"0,0017%";"0";3;"0,0028%";"0"
"ANTIBES - PERPIGNAN";2;"0,0017%";"0";1;"0,0009%";"0"
"ANTIBES - SETE";2;"0,0017%";"0";3;"0,0028%";"0"
"ARGELES SUR MER - LABEGE INNOPOLE";2;"0,0017%";"0";1;"0,0009%";"0"
"ARGELES SUR MER - PARIS GARE DE LYON";2;"0,0017%";"0";4;"0,0038%";"0"
"ARLES - VERGÈZE - CODOGNAN";2;"0,0017%";"0";5;"0,0044%";"0"
"ASSIER - CAPDENAC";2;"0,0017%";"0";1;"0,0009%";"0"
"AVIGNON CENTRE - CASTELNAUDARY";2;"0,0017%";"0";11;"0,0103%";"0"
"AVIGNON CENTRE - PORT LA NOUVELLE";2;"0,0017%";"0";1;"0,0009%";"0"
"AVIGNON TGV - PONT SAINT ESPRIT";2;"0,0017%";"0";2;"0,0019%";"0"
"BAGNOLS SUR CEZE - HYERES";2;"0,0017%";"0";2;"0,0019%";"0"
"BAGNOLS SUR CEZE - NICE";2;"0,0017%";"0";2;"0,0019%";"0"
"BAILLARGUES - HYERES";2;"0,0017%";"0";2;"0,0019%";"0"
"BANASSAC LA CANOURGUE - MARVEJOLS";2;"0,0017%";"0";1;"0,0006%";"0"
"BANYULS SUR MER - LEUCATE LA FRANQUI";2;"0,0017%";"0";2;"0,0019%";"0"
"BEAUCAIRE - SETE";2;"0,0017%";"0";14;"0,0133%";"0"
"BEZIERS - BOLLENE LA CROISIERE";2;"0,0017%";"0";3;"0,0028%";"0"
"BEZIERS - LUNAS";2;"0,0017%";"0";2;"0,0023%";"0"
"BEZIERS - LYON PART DIEU";2;"0,0017%";"0";50;"0,0469%";"0"
"BEZIERS - SALON";2;"0,0017%";"0";1;"0,0009%";"0"
"BORDEAUX ST JEAN - VALENCE D'AGEN";2;"0,0017%";"0";5;"0,0047%";"0"
"BRAM - PORT LA NOUVELLE";2;"0,0017%";"0";1;"0,0009%";"0"
"BRIVE LA GAILLARDE - CAUSSADE";2;"0,0017%";"0";2;"0,0019%";"0"
"CANNES - NIMES";2;"0,0017%";"0";6;"0,0056%";"0"
"CAPVERN - TOURNAY";2;"0,0017%";"0";1;"0,0006%";"0"
"CARCASSONNE - POMAS";2;"0,0017%";"0";2;"0,0019%";"0"
"CASSIS - MONTPELLIER SAINT-ROCH";2;"0,0017%";"0";2;"0,0019%";"0"
"CASTELNAU D'ESTRETEFONDS - MURET";2;"0,0017%";"0";2;"0,0023%";"0"
"CASTRES - GAILLAC";2;"0,0017%";"0";6;"0,0052%";"0"
"CAVAILLON - LUNEL";2;"0,0017%";"0";1;"0,0009%";"0"
"CERBERE - LABEGE INNOPOLE";2;"0,0017%";"0";3;"0,0028%";"0"
"CERBERE - PORT VENDRES VILLE";2;"0,0017%";"0";5;"0,0044%";"0"
"CHAPEAUROUX - NIMES";2;"0,0017%";"0";1;"0,0009%";"0"
"CLERMONT FERRAND - GAILLAC";2;"0,0017%";"0";1;"0,0009%";"0"
"CLERMONT LA PARDIEU - TOULOUSE MATABIAU";2;"0,0017%";"0";2;"0,0019%";"0"
"COURSAN - NIMES";2;"0,0017%";"0";2;"0,0016%";"0"
"COURTHEZON - NIMES";2;"0,0017%";"0";1;"0,0009%";"0"
"DAX - TARBES";2;"0,0017%";"0";2;"0,0019%";"0"
"ELNE - LABEGE INNOPOLE";2;"0,0017%";"0";12;"0,0113%";"0"
"FIGEAC - LIMOGES BENEDICTINS";2;"0,0017%";"0";2;"0,0019%";"0"
"FRONTIGNAN - MARSEILLAN PLAGE";2;"0,0017%";"0";3;"0,0028%";"0"
"FRONTIGNAN - PORT LA NOUVELLE";2;"0,0017%";"0";1;"0,0009%";"0"
"FRONTIGNAN - VIC - MIREVAL";2;"0,0017%";"0";9;"0,0084%";"0"
"GAILLAC - LEXOS";2;"0,0017%";"0";2;"0,0019%";"0"
"GAILLAC - NAJAC";2;"0,0017%";"0";1;"0,0009%";"0"
"GARDANNE - NIMES";2;"0,0017%";"0";2;"0,0019%";"0"
"GENOLHAC - SETE";2;"0,0017%";"0";1;"0,0009%";"0"
"GRAMAT - SAINT-DENIS-PRES-MARTEL";2;"0,0017%";"0";1;"0,0009%";"0"
"GRENOBLE - NARBONNE";2;"0,0017%";"0";1;"0,0009%";"0"
"GRISOLLES - MOISSAC";2;"0,0017%";"0";3;"0,0025%";"0"
"ILLE SUR TET - RIA";2;"0,0017%";"0";1;"0,0009%";"0"
"ILLE SUR TET - VINCA";2;"0,0017%";"0";4;"0,0038%";"0"
"ISTRES - NIMES";2;"0,0017%";"0";9;"0,0084%";"0"
"LA CIOTAT-CEYRESTE - NIMES PONT DU GARD";2;"0,0017%";"0";2;"0,0019%";"0"
"LANGEAC - LANGOGNE";2;"0,0017%";"0";5;"0,0047%";"0"
"LANGOGNE - VERGÈZE - CODOGNAN";2;"0,0017%";"0";1;"0,0013%";"0"
"LAVILLEDIEU - MOISSAC";2;"0,0017%";"0";2;"0,0019%";"0"
"LES ARCS DRAGUIGNAN - SETE";2;"0,0017%";"0";4;"0,0038%";"0"
"LES CABANNES - VARILHES";2;"0,0017%";"0";1;"0,0013%";"1"
"LIMOGES BENEDICTINS - MONTAUBAN";2;"0,0017%";"0";4;"0,0038%";"0"
"LIMOGES BENEDICTINS - SOUILLAC";2;"0,0017%";"0";2;"0,0019%";"0"
"LUNEL - LUNEL VIEL";2;"0,0017%";"0";5;"0,0047%";"0"
"LUNEL - SAINT-GENIÈS-DE-MALGOIRÈS";2;"0,0017%";"0";1;"0,0006%";"0"
"LYON PART DIEU - MONTPELLIER SAINT-ROCH";2;"0,0017%";"0";40;"0,0375%";"0"
"LYON PART DIEU - NIMES";2;"0,0017%";"0";33;"0,0309%";"0"
"MARSEILLAN PLAGE - SETE";2;"0,0017%";"0";4;"0,0035%";"0"
"MARSSAC SUR TARN - RABASTENS - COUFOULEUX";2;"0,0017%";"0";1;"0,0009%";"0"
"MARTIGUES - NIMES";2;"0,0017%";"0";2;"0,0019%";"0"
"MERENS LES VALS - PINS JUSTARET";2;"0,0017%";"0";2;"0,0019%";"0"
"MOISSAC - MONTBARTIER";2;"0,0017%";"0";1;"0,0009%";"0"
"MOISSAC - MURET";2;"0,0017%";"0";1;"0,0009%";"0"
"MONTAUBAN - PINS JUSTARET";2;"0,0017%";"0";1;"0,0013%";"0"
"MONTAUBAN - RODEZ";2;"0,0017%";"0";4;"0,0036%";"0"
"MONTAUDRAN - SETE";2;"0,0017%";"0";2;"0,0019%";"0"
"MONTELIMAR GARE SNCF - NARBONNE";2;"0,0017%";"0";2;"0,0019%";"0"
"MONTPELLIER SAINT-ROCH - PRADES MOLITG LES BAINS";2;"0,0017%";"0";2;"0,0019%";"0"
"NARBONNE - RABASTENS - COUFOULEUX";2;"0,0017%";"0";4;"0,0038%";"0"
"NARBONNE - SAINT-SULPICE";2;"0,0017%";"0";1;"0,0009%";"0"
"NARBONNE - TOULON";2;"0,0017%";"0";8;"0,0075%";"0"
"NEUSSARGUES - TOULOUSE MATABIAU";2;"0,0017%";"0";2;"0,0019%";"0"
"NICE - PERPIGNAN";2;"0,0017%";"0";11;"0,0100%";"0"
"NIMES - SAINT-AUNÈS";2;"0,0017%";"0";1;"0,0009%";"0"
"NIMES - SALSES";2;"0,0017%";"0";10;"0,0094%";"0"
"NIMES - SENAS";2;"0,0017%";"0";1;"0,0009%";"0"
"NIMES - VALENCE VILLE";2;"0,0017%";"0";13;"0,0122%";"0"
"NIMES PONT DU GARD - RIVESALTES";2;"0,0017%";"0";8;"0,0075%";"0"
"NIMES PONT DU GARD - SAINT-MARTIN-DE-CRAU";2;"0,0017%";"0";2;"0,0019%";"0"
"PAMIERS - PARIS MONTPARNASSE 1 ET 2";2;"0,0017%";"0";21;"0,0197%";"0"
"PARIS GARE DE LYON - PORT VENDRES VILLE";2;"0,0017%";"0";3;"0,0028%";"0"
"PARIS MONTPARNASSE 1 ET 2 - RODEZ";2;"0,0017%";"0";3;"0,0028%";"0"
"PARIS MONTPARNASSE 1 ET 2 - SAINT-GAUDENS";2;"0,0017%";"0";19;"0,0178%";"0"
"PARIS MONTPARNASSE 1 ET 2 - TARASCON SUR ARIEGE";2;"0,0017%";"0";3;"0,0028%";"0"
"PERPIGNAN - SAINT-GAUDENS";2;"0,0017%";"0";1;"0,0013%";"0"
"RODEZ - TARBES";2;"0,0017%";"0";2;"0,0023%";"0"
"SAINT-AUNÈS - SETE";2;"0,0017%";"0";2;"0,0016%";"0"
"SALIES DU SALAT - TOULOUSE MATABIAU";2;"0,0017%";"0";1;"0,0006%";"0"
"TOULON - TOULOUSE MATABIAU";2;"0,0017%";"0";3;"0,0028%";"0"
"TOULOUSE MATABIAU - USSEL";2;"0,0017%";"0";4;"0,0038%";"0"
"ARLES - FRONTIGNAN";2;"0,0017%";"0";2;"0,0019%";"0"
"BAILLARGUES - LABEGE INNOPOLE";2;"0,0017%";"0";1;"0,0009%";"0"
"CARCASSONNE - DIEUPENTALE";2;"0,0017%";"0";1;"0,0005%";"0"
"MARSEILLE ST CHARLES - PORT LA NOUVELLE";2;"0,0017%";"0";1;"0,0009%";"0"
"PRADES MOLITG LES BAINS - TOULOUSE MATABIAU";2;"0,0017%";"0";1;"0,0009%";"0"
"AGDE - AGEN";2;"0,0017%";"0";1;"0,0009%";"0"
"AGDE - COLOMIERS";2;"0,0017%";"0";1;"0,0006%";"0"
"AUCH - MONTPELLIER SAINT-ROCH";2;"0,0017%";"0";5;"0,0048%";"0"
"MARSEILLE ST CHARLES - SAINT-GENIÈS-DE-MALGOIRÈS";2;"0,0017%";"0";2;"0,0019%";"0"
"AGEN - BEZIERS";2;"0,0017%";"0";2;"0,0019%";"0"
"BEZIERS - BRIVE LA GAILLARDE";2;"0,0017%";"0";1;"0,0009%";"0"
"CASTELNAUDARY - MARSEILLE ST CHARLES";2;"0,0017%";"0";18;"0,0164%";"0"
"AUTERIVE - MONTAUDRAN";2;"0,0017%";"0";1;"0,0013%";"0"
"CASTELNAU D'ESTRETEFONDS - COLOMIERS LYCEE INTERNATIONAL";2;"0,0017%";"0";1;"0,0006%";"0"
"GRAULHET PLACE JOURDAIN - TOULOUSE MATABIAU";2;"0,0017%";"0";1;"0,0006%";"0"
"AIMARGUES - SAINT-CÉSAIRE";2;"0,0017%";"0";3;"0,0032%";"0"
"ALES - STE CECILE D'ANDORGE";2;"0,0017%";"0";7;"0,0064%";"0"
"CARBONNE - MARTRES TOLOSANE";2;"0,0017%";"0";3;"0,0029%";"0"
"CASTELNAUDARY - VILLENOUVELLE";2;"0,0017%";"0";2;"0,0022%";"0"
"GRAGNAGUE - MONTRABE";2;"0,0017%";"0";1;"0,0006%";"0"
"MARTRES TOLOSANE - SAINT-GAUDENS";2;"0,0017%";"0";3;"0,0032%";"0"
"CASTELSARRASIN - CASTRES";2;"0,0016%";"0";1;"0,0013%";"0"
"CAZÈRES - FAUGA";2;"0,0015%";"0";1;"0,0013%";"0"
"MONTAUBAN - PAU";2;"0,0014%";"0";2;"0,0016%";"0"
" - NIMES";2;"0,0014%";"0";1;"0,0006%";"0"
"AGDE - VILLENEUVE LES MAGUELONNE";2;"0,0014%";"0";5;"0,0044%";"0"
"ALES - ARLES";2;"0,0014%";"0";6;"0,0056%";"0"
"AX LES THERMES - VARILHES";2;"0,0014%";"0";2;"0,0020%";"0"
"BANYULS SUR MER - BEZIERS";2;"0,0014%";"0";1;"0,0009%";"0"
"BARAQUEVILLE CARCENAC PEYRALES - NAUCELLE";2;"0,0014%";"0";1;"0,0006%";"0"
"BAYONNE - TOULOUSE MATABIAU";2;"0,0014%";"0";14;"0,0128%";"0"
"BEZIERS - MARSEILLAN PLAGE";2;"0,0014%";"0";3;"0,0025%";"0"
"BORDEAUX ST JEAN - NIMES";2;"0,0014%";"0";1;"0,0009%";"0"
"CAUSSADE - MONTBARTIER";2;"0,0014%";"0";2;"0,0020%";"0"
"GAILLAC - MONTRABE";2;"0,0014%";"0";1;"0,0006%";"0"
"GALLIENI CANCÉROPÔLE - SAINT-CYPRIEN ARÈNES";2;"0,0014%";"0";1;"0,0009%";"0"
"LABEGE INNOPOLE - SAINT-JORY";2;"0,0014%";"0";1;"0,0013%";"0"
"LES CAUQUILLOUS - MONTRABE";2;"0,0014%";"0";2;"0,0016%";"0"
"L'ESTAQUE - NIMES";2;"0,0014%";"0";1;"0,0009%";"0"
"MONTEUX - NIMES";2;"0,0014%";"0";7;"0,0068%";"0"
"RABASTENS - COUFOULEUX - SAINT-AGNE";2;"0,0014%";"0";1;"0,0006%";"0"
"SETE - VIAS";2;"0,0014%";"0";3;"0,0026%";"0"
"AVIGNON CENTRE - SOUILLAC";2;"0,0014%";"0";1;"0,0006%";"0"
"LEXOS - MONTPELLIER SAINT-ROCH";2;"0,0014%";"0";1;"0,0006%";"0"
"CASTRES - LABEGE INNOPOLE";2;"0,0013%";"0";1;"0,0013%";"0"
" - SAINT-CHÉLY-D'APCHER";1;"0,0012%";"0";36;"0,0341%";"0"
"AGDE - ELNE";1;"0,0012%";"0";2;"0,0023%";"0"
"AGDE - MENDE";1;"0,0012%";"0";3;"0,0026%";"0"
"AGEN - ALBI";1;"0,0012%";"0";2;"0,0023%";"0"
"AGEN - BAZIEGE";1;"0,0012%";"0";1;"0,0009%";"0"
"AGEN - FIGEAC";1;"0,0012%";"0";2;"0,0018%";"0"
"AGEN - MONTRÉJEAU - GOURDAN-POLIGNAN";1;"0,0012%";"0";1;"0,0013%";"0"
"AGEN - SAINT-JORY";1;"0,0012%";"0";2;"0,0014%";"0"
"AIGUES MORTES - SETE";1;"0,0012%";"0";1;"0,0013%";"0"
"ALBI - AUCH";1;"0,0012%";"0";10;"0,0090%";"0"
"ALBI - AVIGNONET";1;"0,0012%";"0";1;"0,0013%";"0"
"ALBI - BOUSSENS";1;"0,0012%";"0";2;"0,0023%";"0"
"ALBI - BRAX - LÉGUEVIN";1;"0,0012%";"0";1;"0,0013%";"0"
"ALBI - CINTEGABELLE";1;"0,0012%";"0";1;"0,0013%";"0"
"ALBI - GALLIENI CANCÉROPÔLE";1;"0,0012%";"0";3;"0,0026%";"0"
"ALBI - GIMONT CAHUZAC";1;"0,0012%";"0";1;"0,0013%";"0"
"ALBI - LALBENQUE FONTANES";1;"0,0012%";"0";2;"0,0020%";"0"
"ALBI - LANNEMEZAN";1;"0,0012%";"0";1;"0,0013%";"0"
"ALBI - LEXOS";1;"0,0012%";"0";1;"0,0013%";"0"
"ALBI - LONGAGES - NOÉ";1;"0,0012%";"0";3;"0,0026%";"0"
"ALBI - SAINT-CHÉLY-D'APCHER";1;"0,0012%";"0";3;"0,0026%";"0"
"ALBI - TARASCON SUR ARIEGE";1;"0,0012%";"0";1;"0,0013%";"0"
"ALES - BEDARIEUX";1;"0,0012%";"0";2;"0,0016%";"0"
"ALES - FRONTIGNAN";1;"0,0012%";"0";1;"0,0006%";"0"
"ALES - LE CAILAR";1;"0,0012%";"0";1;"0,0013%";"0"
"ALES - VAUVERT";1;"0,0012%";"0";1;"0,0013%";"0"
"AUBIN - BAGNAC";1;"0,0012%";"0";1;"0,0013%";"0"
"AUBIN - L'ISLE JOURDAIN";1;"0,0012%";"0";1;"0,0013%";"0"
"AUBIN - ST CHRISTOPHE";1;"0,0012%";"0";1;"0,0006%";"0"
"AUCH - BAZIEGE";1;"0,0012%";"0";3;"0,0026%";"0"
"AUCH - CARCASSONNE";1;"0,0012%";"0";1;"0,0005%";"0"
"AUCH - FAUGA";1;"0,0012%";"0";1;"0,0013%";"0"
"AUCH - GRAGNAGUE";1;"0,0012%";"0";4;"0,0036%";"0"
"AUCH - GRISOLLES";1;"0,0012%";"0";1;"0,0013%";"0"
"AUCH - LEXOS";1;"0,0012%";"0";1;"0,0013%";"0"
"AUCH - LISLE SUR TARN";1;"0,0012%";"0";1;"0,0013%";"0"
"AUCH - RABASTENS - COUFOULEUX";1;"0,0012%";"0";1;"0,0013%";"0"
"AUCH - VARILHES";1;"0,0012%";"0";1;"0,0013%";"0"
"AUMONT AUBRAC - CAMPAGNAC ST GENIEZ";1;"0,0012%";"0";3;"0,0026%";"0"
"AUMONT AUBRAC - PERPIGNAN";1;"0,0012%";"0";1;"0,0013%";"0"
"AURILLAC - ST DENIS PRES CATUS";1;"0,0012%";"0";6;"0,0053%";"0"
"AUTERIVE - CASTELNAUDARY";1;"0,0012%";"0";3;"0,0033%";"0"
"AUTERIVE - LES RAMASSIERS";1;"0,0012%";"0";1;"0,0013%";"0"
"AUTERIVE - NAUCELLE";1;"0,0012%";"0";1;"0,0013%";"0"
"AVIGNON CENTRE - FONS - SAINT-MAMERT";1;"0,0012%";"0";1;"0,0013%";"0"
"AVIGNONET - PAMIERS";1;"0,0012%";"0";1;"0,0013%";"0"
"AX LES THERMES - VILLEFRANCHE DE ROUERGUE";1;"0,0012%";"0";1;"0,0013%";"0"
"BAGNERES-DE-LUCHON - CASTELNAU D'ESTRETEFONDS";1;"0,0012%";"0";1;"0,0013%";"0"
